,carat,depth,table,price,x,y,z
47789,0.46,60.0,59.0,1898,5.0,5.04,3.01
38911,0.33,61.6,55.0,1052,4.51,4.48,2.77
3283,0.63,61.9,56.0,3363,5.5,5.52,3.41
51915,0.7,62.3,58.0,2436,5.66,5.7,3.54
37578,0.32,61.8,56.0,990,4.45,4.42,2.74
10277,1.01,61.2,56.0,4753,6.41,6.46,3.94
3517,0.71,61.5,57.0,3404,5.73,5.76,3.53
25623,1.58,61.9,55.0,14495,7.52,7.47,4.64
44333,0.33,61.6,60.0,521,4.42,4.45,2.73
38654,0.42,60.8,59.0,1040,4.85,4.82,2.94
12966,0.92,58.8,57.0,5390,6.32,6.37,3.73
41480,0.52,61.9,59.0,1232,5.08,5.13,3.16
21768,1.51,61.3,60.0,9833,7.29,7.33,4.48
45751,0.5,59.1,59.0,1703,5.19,5.24,3.08
41272,0.3,62.0,56.0,503,4.29,4.32,2.67
49006,0.53,61.7,56.0,2051,5.23,5.2,3.22
49191,0.71,61.4,58.0,2076,5.72,5.78,3.53
4557,0.9,63.3,59.0,3644,6.06,6.1,3.85
36424,0.31,61.2,55.0,942,4.42,4.37,2.69
9376,0.32,60.4,58.0,589,4.44,4.47,2.69
5701,0.3,62.9,58.0,574,4.29,4.26,2.69
4127,1.0,58.1,65.0,3541,6.48,6.46,3.76
11660,1.02,59.6,57.0,5055,6.63,6.55,3.93
41534,0.42,61.7,55.0,1235,4.84,4.78,2.97
45121,0.52,58.5,60.0,1651,5.29,5.24,3.08
13631,1.2,62.7,55.0,5578,6.74,6.69,4.21
44251,0.51,62.3,61.0,1574,5.11,5.07,3.17
8538,0.91,60.8,57.0,4429,6.27,6.29,3.82
44786,0.62,58.8,63.0,1624,5.58,5.61,3.29
50659,0.31,61.4,56.0,544,4.34,4.36,2.67
33422,0.32,61.8,55.0,828,4.42,4.38,2.72
29706,0.31,60.0,62.0,707,4.4,4.44,2.65
49969,0.33,61.3,61.0,540,4.43,4.47,2.73
44620,0.57,62.6,55.0,1608,5.26,5.31,3.31
47358,0.5,60.3,58.0,1846,5.14,5.18,3.11
53236,0.72,61.4,57.0,2642,5.77,5.8,3.55
2996,0.9,63.7,61.0,3303,6.06,6.1,3.87
35940,0.3,62.4,52.8,475,4.28,4.33,2.69
2450,0.91,60.3,59.0,3189,6.23,6.28,3.77
178,0.71,62.7,58.0,2776,5.74,5.68,3.58
10719,0.31,62.5,55.0,593,4.34,4.3,2.7
49097,0.51,59.6,59.0,2063,5.2,5.24,3.11
6396,1.02,59.1,60.0,4037,6.59,6.54,3.88
10099,1.31,63.4,58.0,4714,6.91,6.8,4.35
7732,0.3,62.5,55.0,581,4.29,4.32,2.69
3629,0.71,61.7,56.0,3431,5.72,5.75,3.53
23983,1.51,62.6,57.0,12141,7.25,7.31,4.56
27523,2.51,62.3,57.0,18255,8.76,8.69,5.44
43344,0.51,64.2,59.0,1406,5.04,5.02,3.23
12763,1.21,62.3,55.0,5324,6.81,6.86,4.26
9823,1.01,62.8,59.0,4672,6.44,6.34,4.01
36635,0.41,63.2,57.0,947,4.77,4.73,3.0
17446,1.23,60.3,58.0,6997,6.93,6.96,4.19
40621,0.41,60.8,59.0,1153,4.82,4.76,2.91
37645,0.44,61.1,59.0,990,4.9,4.86,2.98
29176,0.3,61.5,55.0,694,4.33,4.35,2.67
50252,0.7,58.8,58.0,2234,5.82,5.77,3.41
39458,0.47,61.5,55.0,1078,5.0,5.04,3.09
24089,1.52,62.8,57.0,12232,7.38,7.27,4.6
17683,1.02,61.0,61.0,7129,6.58,6.53,4.0
3520,0.72,63.3,54.0,3405,5.64,5.73,3.6
600,0.7,59.4,61.0,2838,5.83,5.79,3.45
22813,1.51,59.4,57.0,10838,7.48,7.57,4.47
30444,0.29,62.1,55.0,731,4.26,4.28,2.65
1406,0.36,61.6,56.0,560,4.57,4.62,2.83
28,0.23,60.5,61.0,357,3.96,3.97,2.4
44798,0.5,59.4,60.0,1624,5.13,5.17,3.06
2476,1.0,64.4,57.0,3192,6.35,6.29,4.07
53816,0.71,62.1,59.0,2735,5.72,5.68,3.54
24857,2.18,63.0,58.0,13263,8.23,8.17,5.22
33679,0.3,61.1,57.0,837,4.34,4.36,2.65
21651,1.5,62.4,56.0,9744,7.36,7.31,4.58
24625,1.52,62.6,55.0,12958,7.39,7.28,4.59
53409,0.71,60.9,55.0,2669,5.74,5.88,3.54
32380,0.39,61.0,62.0,790,4.71,4.66,2.86
31930,0.3,62.0,54.0,776,4.34,4.31,2.68
36910,0.42,62.0,54.0,961,4.82,4.85,3.0
13706,1.09,62.6,56.0,5601,6.62,6.55,4.12
51664,0.7,62.4,56.0,2398,5.65,5.69,3.54
15626,1.01,59.1,56.0,6271,6.55,6.52,3.86
45077,0.71,63.5,64.0,1644,5.65,5.6,3.57
32202,0.35,61.1,59.0,788,4.56,4.5,2.77
16529,1.05,61.9,56.0,6604,6.56,6.52,4.05
41798,0.6,63.2,60.0,1250,5.32,5.28,3.35
45670,0.52,61.3,57.0,1694,5.22,5.19,3.19
3079,0.9,61.0,61.0,3312,6.17,6.15,3.76
41841,0.4,56.3,59.0,1254,4.94,4.97,2.79
2081,1.01,63.2,58.0,3110,6.33,6.39,4.02
53770,0.75,60.3,57.0,2726,5.85,5.89,3.54
32800,0.34,60.6,57.0,805,4.51,4.53,2.74
4034,1.0,60.3,57.0,3528,6.51,6.45,3.91
10669,1.01,64.2,55.0,4839,6.38,6.34,4.08
21264,1.51,61.9,56.0,9416,7.35,7.38,4.56
44900,0.5,62.6,60.0,1629,5.03,5.0,3.14
22554,1.53,62.8,55.0,10602,7.35,7.4,4.63
52727,0.73,61.9,57.0,2557,5.76,5.81,3.58
13942,1.3,62.9,60.0,5671,6.95,6.88,4.35
24595,1.53,62.8,57.0,12907,7.48,7.43,4.63
42968,0.5,61.2,56.0,1367,5.13,5.16,3.15
30331,0.41,63.8,57.0,727,4.71,4.73,3.01
18214,1.5,62.7,57.0,7392,7.28,7.35,4.59
38613,0.28,61.8,55.0,489,4.21,4.24,2.61
6615,0.9,62.7,59.0,4082,6.15,6.1,3.84
43581,0.41,61.9,55.0,1431,4.79,4.78,2.96
50279,0.97,61.6,53.0,2239,6.4,6.43,3.95
35415,0.4,62.0,59.0,900,4.74,4.71,2.93
3983,1.04,61.6,58.0,3512,6.58,6.47,4.02
1928,0.72,63.2,57.0,3083,5.69,5.73,3.61
47436,0.55,60.4,56.0,1854,5.38,5.31,3.23
14867,1.01,63.3,57.0,5988,6.35,6.39,4.03
23089,1.47,62.8,57.0,11113,7.27,7.22,4.55
26614,1.8,61.8,57.0,16364,7.79,7.83,4.83
47072,0.52,61.9,57.0,1822,5.14,5.17,3.19
13221,1.0,55.8,60.0,5460,6.66,6.61,3.7
32028,0.35,62.7,55.0,778,4.51,4.55,2.84
15351,1.0,65.7,55.0,6163,6.17,6.22,4.07
25434,1.55,62.6,57.0,14185,7.35,7.39,4.61
8678,1.09,59.0,58.0,4456,6.78,6.72,3.98
36233,0.42,60.6,56.0,933,4.86,4.88,2.95
6568,1.0,59.1,61.0,4077,6.44,6.39,3.79
50266,0.5,61.4,60.0,2238,5.07,5.1,3.12
2207,1.0,59.1,59.0,3142,6.55,6.48,0.0
18982,1.57,62.6,60.0,7813,7.34,7.41,4.62
44837,0.55,62.5,56.0,1625,5.23,5.27,3.28
51764,0.7,60.3,59.0,2409,5.73,5.82,3.48
15393,1.1,60.0,57.0,6166,6.76,6.71,4.04
1103,0.71,61.7,56.0,2913,5.68,5.8,3.54
45728,0.55,60.8,58.0,1698,5.32,5.29,3.22
7929,1.01,65.3,59.0,4317,6.28,6.24,4.09
38403,0.35,61.5,57.0,1024,4.54,4.53,2.79
41353,0.53,61.4,55.2,1218,5.2,5.22,3.2
9788,1.01,62.4,58.0,4666,6.39,6.47,4.01
11973,1.3,61.1,61.0,5140,7.0,6.95,4.26
19423,1.62,62.4,53.2,8075,7.47,7.51,4.68
32725,0.31,62.3,55.0,802,4.33,4.3,2.69
10104,0.73,61.8,61.0,4716,5.7,5.73,3.53
15000,1.3,63.7,57.0,6042,6.94,6.87,4.4
50235,0.72,62.4,55.0,2232,5.72,5.76,3.58
35006,0.4,63.5,55.0,882,4.71,4.67,2.98
53463,0.72,60.7,60.0,2679,5.8,5.87,3.54
30393,0.33,62.1,55.0,730,4.46,4.5,2.78
42291,0.32,62.4,54.0,505,4.36,4.39,2.73
51012,0.74,62.3,57.0,2327,5.76,5.79,3.6
18071,1.23,62.0,55.0,7299,6.86,6.89,4.26
44981,0.31,61.8,59.0,523,4.34,4.3,2.67
28899,0.3,61.5,57.0,684,4.29,4.33,2.65
46144,0.5,62.0,55.0,1746,5.11,5.05,3.15
4499,0.9,61.9,58.0,3629,6.2,6.15,3.82
50582,1.0,68.0,57.0,2280,6.14,6.05,4.15
45367,0.57,61.0,56.0,1665,5.37,5.41,3.29
15608,1.21,63.0,57.0,6261,6.75,6.7,4.24
17238,1.24,61.0,56.4,6895,6.93,6.99,4.25
8910,0.9,62.7,59.0,4493,6.1,6.14,3.84
10123,1.01,63.6,57.0,4719,6.35,6.39,4.05
37272,0.26,62.2,54.0,482,4.09,4.11,2.55
630,0.82,61.7,53.0,2841,6.0,6.12,3.74
48928,0.74,58.8,61.0,2042,5.88,5.82,3.44
44132,0.53,63.3,56.0,1561,5.13,5.17,3.26
38282,0.28,61.7,58.0,487,4.17,4.19,2.58
50917,0.7,62.5,63.0,2318,5.7,5.63,3.54
46172,0.5,62.2,55.0,1746,5.09,5.07,3.16
44396,0.5,63.4,58.0,1583,5.08,5.05,3.21
15481,1.07,62.3,56.0,6200,6.51,6.53,4.06
25197,2.04,62.8,57.0,13790,8.13,8.08,5.09
14159,1.31,60.5,59.0,5744,7.11,7.04,4.28
3433,0.72,61.5,56.0,3385,5.71,5.77,3.53
46779,0.54,61.8,55.3,1804,5.22,5.24,3.23
34037,0.33,62.3,56.0,850,4.41,4.45,2.75
15403,1.02,59.2,59.0,6169,6.66,6.58,3.92
41468,0.41,61.3,54.0,1230,4.83,4.8,2.95
33689,0.34,61.8,56.0,838,4.48,4.52,2.78
47994,0.32,62.2,56.0,533,4.37,4.41,2.73
27711,0.36,62.7,59.0,648,4.58,4.54,2.86
35865,0.34,59.0,61.0,917,4.59,4.63,2.72
13184,1.12,62.0,55.0,5451,6.65,6.68,4.13
22475,1.55,60.5,60.0,10499,7.49,7.46,4.52
17174,1.19,62.0,57.0,6857,6.77,6.82,4.21
53697,0.7,64.5,65.0,2717,5.52,5.45,3.54
23547,1.71,60.5,56.0,11559,7.73,7.71,4.67
43925,0.26,62.7,53.0,514,4.09,4.11,2.57
41971,0.4,60.2,59.0,1263,4.74,4.76,2.86
39784,0.3,62.1,56.0,1094,4.35,4.28,2.68
7367,0.93,61.5,57.0,4218,6.3,6.26,3.86
25320,1.5,59.9,59.0,13998,7.39,7.46,4.45
34558,0.41,63.8,56.0,871,4.69,4.74,3.01
35555,0.35,60.7,61.0,906,4.58,4.54,2.77
51891,0.72,61.7,54.5,2430,5.77,5.8,3.57
19349,1.51,63.1,55.0,8049,7.25,7.32,4.6
12384,0.4,62.3,55.0,598,4.72,4.75,2.95
33615,0.31,60.7,60.0,462,4.34,4.36,2.64
6631,0.81,62.1,56.0,4087,6.01,5.98,3.72
1575,0.7,62.7,53.0,3007,5.65,5.61,3.53
36076,0.4,61.6,58.0,925,4.73,4.78,2.93
21801,1.36,59.5,61.0,9874,7.21,7.24,4.3
5029,1.01,62.9,56.0,3749,6.35,6.4,4.01
28884,0.3,62.0,57.0,684,4.29,4.32,2.67
30047,0.41,62.7,58.0,719,4.7,4.74,2.96
25707,0.35,60.7,57.0,644,4.53,4.57,2.76
6997,1.0,62.7,57.0,4155,6.34,6.29,3.96
15782,1.0,64.1,54.0,6315,6.26,6.31,4.03
17615,1.01,60.4,60.0,7094,6.47,6.44,3.9
17261,1.02,63.4,54.0,6909,6.38,6.33,4.03
21240,1.51,65.4,59.0,9386,7.17,7.11,4.67
43784,0.57,62.2,55.0,1441,5.33,5.35,3.32
43814,0.51,62.4,55.0,1443,5.14,5.09,3.19
2954,0.83,63.8,54.0,3295,5.96,6.04,3.83
609,0.71,59.1,61.0,2839,5.84,5.81,3.44
32161,0.34,61.2,58.0,787,4.45,4.5,2.74
43242,0.42,61.6,56.0,1400,4.82,4.85,2.98
5996,0.91,61.2,58.0,3958,6.21,6.25,3.81
35213,0.36,60.0,56.0,892,4.66,4.69,2.81
15760,1.02,62.6,58.0,6301,6.36,6.46,4.01
34903,0.33,61.9,54.0,880,4.42,4.46,2.75
47459,0.53,61.5,56.0,1857,5.17,5.23,3.2
18206,1.53,62.7,62.0,7389,7.41,7.23,4.59
43519,0.59,62.3,54.0,1424,5.37,5.41,3.36
16705,0.3,61.2,60.0,421,4.29,4.31,2.63
24650,1.63,60.6,57.0,12990,7.63,7.68,4.63
26207,1.53,61.5,59.0,15592,7.38,7.46,4.56
20960,1.5,63.3,59.0,9173,7.15,7.1,4.51
29788,0.3,60.6,60.0,709,4.32,4.3,2.61
6321,1.11,63.4,55.0,4028,6.54,6.51,4.14
41603,0.3,58.7,63.0,393,4.32,4.37,2.55
15449,1.22,62.7,59.0,6184,6.82,6.81,4.27
12137,1.26,62.0,60.0,5173,7.0,6.86,4.3
3883,1.01,64.2,60.0,3484,6.35,6.27,4.05
44945,0.58,61.0,57.0,1634,5.41,5.34,3.28
32615,0.34,61.6,56.0,457,4.47,4.51,2.76
1758,0.71,62.2,55.0,3045,5.68,5.74,3.56
37497,0.53,59.9,58.0,984,5.31,5.27,3.17
34518,0.3,62.4,56.0,868,4.28,4.31,2.68
48435,0.51,61.2,55.0,1974,5.18,5.15,3.16
38445,0.35,61.0,56.0,1028,4.56,4.59,2.79
6889,1.23,60.3,60.0,4133,6.95,6.88,4.17
1299,0.72,61.9,55.0,2954,5.75,5.78,3.57
17466,2.23,63.5,57.0,7006,8.24,8.2,5.22
8393,0.34,62.0,55.0,584,4.5,4.53,2.8
25546,1.51,60.1,58.0,14375,7.45,7.48,4.49
50167,0.73,62.4,56.0,2218,5.74,5.77,3.59
36201,0.43,57.9,61.0,931,4.99,5.03,2.9
34132,0.32,60.4,57.0,854,4.41,4.43,2.67
51031,0.7,62.9,59.0,2329,5.63,5.56,3.52
19023,0.27,61.5,57.0,620,4.14,4.18,2.56
38371,0.5,63.4,58.0,1023,5.07,5.02,3.2
10329,1.13,61.5,60.0,4766,6.68,6.72,4.12
20664,1.51,61.9,56.0,8951,7.31,7.36,4.54
53088,0.7,62.5,56.0,2612,5.67,5.73,3.56
47420,0.57,61.8,56.0,1851,5.29,5.33,3.28
5696,0.91,61.2,58.0,3889,6.25,6.21,3.81
2648,0.59,61.8,57.0,3234,5.37,5.41,3.33
51111,0.75,60.6,56.0,2337,5.94,5.9,3.59
35881,0.32,61.3,55.0,918,4.43,4.47,2.73
38335,0.32,61.9,55.0,1020,4.41,4.38,2.72
31505,0.34,62.0,55.0,765,4.48,4.46,2.77
4335,1.02,61.0,56.0,3599,6.53,6.51,3.98
41839,0.59,61.2,60.0,1254,5.38,5.43,3.31
13410,1.18,60.1,59.0,5508,6.83,6.88,4.11
45283,0.52,60.6,55.0,1662,5.19,5.27,3.17
21645,1.24,60.1,59.0,9738,6.99,7.02,4.21
46651,0.51,61.5,57.0,1787,5.11,5.14,3.15
34136,0.32,62.3,55.0,854,4.37,4.4,2.73
15518,1.22,60.3,59.0,6217,6.93,6.87,4.16
5372,0.3,61.8,58.0,574,4.32,4.29,2.66
14800,1.2,62.9,54.0,5955,6.75,6.77,4.25
25674,2.01,59.4,63.0,14597,8.18,8.26,4.88
6897,1.11,62.5,59.0,4134,6.59,6.53,4.1
42418,0.33,61.9,57.0,1312,4.43,4.46,2.75
10957,1.0,62.6,59.0,4901,6.34,6.38,3.98
38454,0.44,59.7,61.0,1028,4.97,4.91,2.95
22997,2.3,61.3,58.0,11051,8.53,8.46,5.21
4676,1.06,61.3,60.0,3672,6.52,6.59,4.02
53202,0.71,61.3,57.0,2633,5.78,5.71,3.52
13292,1.2,63.7,56.0,5490,6.66,6.71,4.26
20216,1.5,61.9,58.0,8649,7.34,7.27,4.52
15346,1.18,61.6,59.0,6159,6.82,6.72,4.17
27812,0.28,61.3,57.0,650,4.25,4.27,2.6
14457,1.37,62.2,59.0,5834,7.07,7.17,4.43
6405,1.03,62.1,59.0,4038,6.47,6.42,4.0
1618,0.81,61.8,56.0,3013,6.0,5.97,3.7
22148,2.01,64.1,60.0,10184,7.92,7.88,5.06
50002,0.74,62.9,57.0,2193,5.79,5.76,3.63
11877,1.25,63.6,57.0,5110,6.86,6.81,4.35
2878,0.7,61.3,62.0,3277,5.64,5.72,3.48
18614,1.58,61.0,58.0,7592,7.56,7.49,4.59
33235,0.42,62.0,57.0,823,4.79,4.82,2.98
28832,0.41,61.3,57.0,683,4.79,4.83,2.95
49259,0.71,62.5,57.0,2088,5.7,5.73,3.57
52217,0.81,62.8,57.0,2482,5.95,5.92,3.73
42526,0.4,61.3,55.0,1323,4.78,4.75,2.92
13090,1.08,61.6,56.0,5419,6.64,6.57,4.07
42851,0.41,62.3,57.0,1356,4.76,4.74,2.96
204,0.98,67.9,60.0,2777,6.05,5.97,4.08
11579,0.9,60.6,59.0,5040,6.23,6.28,3.79
50853,0.7,60.3,59.0,2312,5.73,5.78,3.47
6842,1.04,60.9,57.0,4123,6.54,6.49,3.97
32658,0.31,63.4,56.0,802,4.32,4.29,2.73
45218,0.51,62.2,57.0,1656,5.08,5.11,3.17
40591,0.3,63.1,58.0,496,4.3,4.22,2.69
684,0.66,62.1,56.0,2851,5.54,5.57,3.45
15549,1.0,58.9,60.0,6235,6.53,6.58,3.86
10276,1.0,62.8,58.0,4753,6.33,6.37,3.99
15366,0.3,62.0,60.0,605,4.23,4.28,2.64
25516,2.0,63.0,54.0,14319,8.07,7.99,5.06
48426,0.71,63.7,56.0,1972,5.62,5.65,3.59
9401,1.03,62.4,59.0,4586,6.45,6.38,4.0
35073,0.33,58.3,62.0,886,4.49,4.57,2.64
16822,1.23,62.3,58.0,6710,6.78,6.81,4.23
43421,0.57,61.2,57.0,1414,5.35,5.31,3.26
48879,0.56,61.9,57.0,2037,5.29,5.31,3.28
4365,1.01,59.1,63.0,3605,6.54,6.59,3.88
36355,0.5,65.8,57.0,938,4.97,4.83,3.23
19386,1.2,62.4,59.0,8056,6.73,6.69,4.19
21968,1.3,62.0,55.0,10038,6.98,7.02,4.34
52007,0.6,62.0,55.0,2444,5.39,5.42,3.35
48787,0.62,59.0,59.0,2022,5.59,5.66,3.32
36259,0.43,61.3,56.0,935,4.89,4.87,2.99
29816,0.3,63.2,56.0,709,4.27,4.24,2.69
3655,0.85,60.7,55.0,3441,6.14,6.19,3.74
30025,0.36,61.6,56.0,718,4.62,4.57,2.83
32145,0.32,61.8,60.0,786,4.36,4.41,2.71
35583,0.35,62.6,56.0,906,4.52,4.49,2.82
50849,0.55,59.6,59.0,2312,5.32,5.39,3.19
23121,2.2,58.2,59.0,11147,8.52,8.47,4.94
25709,0.35,62.3,57.0,644,4.5,4.52,2.81
43763,0.41,61.4,58.0,1439,4.78,4.83,2.95
8179,0.96,58.7,62.0,4365,6.41,6.39,3.76
3194,0.57,61.3,56.0,3343,5.4,5.37,3.3
45388,0.55,61.3,57.0,1667,5.25,5.28,3.23
30766,0.33,60.0,60.0,740,4.49,4.45,2.68
49758,0.77,61.4,55.0,2159,5.9,5.95,3.64
7024,0.9,62.9,58.0,4158,6.16,6.11,3.86
30255,0.31,60.4,61.0,725,4.34,4.4,2.64
41476,0.5,57.9,62.0,1231,5.21,5.18,3.01
4145,0.92,58.8,59.0,3545,6.36,6.33,3.73
39005,0.51,63.0,61.0,1056,5.08,4.99,3.17
8662,1.16,63.2,57.0,4455,6.66,6.7,4.22
19230,1.53,62.9,57.0,7968,7.36,7.3,4.61
2602,0.72,62.8,58.0,3219,5.7,5.73,3.59
21691,0.34,63.1,57.0,626,4.44,4.46,2.81
32577,0.41,60.7,56.0,801,4.77,4.82,2.91
2551,0.7,62.4,59.0,3208,5.63,5.66,3.52
14971,1.0,62.1,61.0,6030,6.31,6.38,3.94
45981,0.3,62.9,54.0,526,4.28,4.31,2.7
1641,0.5,62.4,64.0,3017,5.03,5.06,3.14
30372,0.36,60.9,59.0,729,4.62,4.58,2.8
33175,0.41,63.0,57.0,818,4.73,4.7,2.97
51937,0.55,60.0,57.0,2440,5.33,5.39,3.22
7466,0.9,60.2,58.0,4234,6.32,6.28,3.79
5635,0.91,60.1,58.0,3879,6.3,6.35,3.8
13508,1.01,63.8,58.0,5543,6.38,6.34,4.06
17079,1.03,61.4,58.0,6809,6.49,6.51,3.99
23449,1.59,62.1,58.0,11437,7.48,7.42,4.63
14121,1.21,60.6,60.0,5726,6.89,6.85,4.16
53556,0.76,61.5,55.0,2694,5.87,5.9,3.62
25222,1.27,61.0,57.0,13823,6.98,7.02,4.27
27102,2.0,62.7,56.0,17247,7.98,8.02,5.02
41244,0.34,61.1,56.0,1208,4.52,4.55,2.77
51748,0.7,61.4,57.0,2405,5.71,5.74,3.52
43079,0.5,62.7,57.0,1378,5.09,5.06,3.18
46551,0.51,63.3,56.0,1781,5.12,5.08,3.23
24161,2.01,62.0,56.0,12338,8.01,7.87,4.92
849,0.52,61.8,60.0,2870,5.16,5.13,3.18
16419,1.03,62.1,57.0,6558,6.44,6.47,4.01
8898,1.31,60.3,62.0,4490,7.12,7.04,4.26
5823,0.94,61.1,55.0,3915,6.29,6.34,3.86
3909,0.8,63.0,56.0,3494,5.91,5.84,3.7
47969,0.52,61.8,55.0,1919,5.19,5.16,3.2
15957,1.46,60.1,58.0,6387,7.43,7.34,4.44
38970,0.4,60.5,61.0,1053,4.72,4.74,2.86
25423,1.51,62.0,60.0,14165,7.23,7.35,4.52
14873,1.2,62.8,57.0,5988,6.78,6.73,4.24
35550,0.35,62.5,57.0,906,4.54,4.48,2.82
1292,0.7,62.1,55.0,2952,5.71,5.75,3.56
19868,1.46,62.3,55.0,8421,7.29,7.25,4.53
29416,0.38,62.8,56.0,700,4.59,4.62,2.89
28251,0.33,61.4,55.0,666,4.44,4.48,2.74
3613,0.77,64.3,56.0,3428,5.84,5.77,3.73
30178,0.35,58.6,60.5,721,4.62,4.68,2.72
29511,0.4,61.6,59.0,702,4.66,4.72,2.89
46011,0.53,63.2,55.0,1727,5.15,5.13,3.25
9609,1.02,59.2,57.0,4633,6.52,6.56,3.87
25847,1.52,62.5,55.0,14915,7.42,7.31,4.6
30149,0.32,63.4,55.0,720,4.36,4.35,2.76
1521,0.72,61.4,56.0,2998,5.79,5.81,3.56
19693,0.3,62.4,57.0,624,4.3,4.32,2.69
17195,1.2,62.5,59.0,6870,6.76,6.72,4.21
5343,0.91,62.4,57.0,3812,6.18,6.22,3.87
1599,1.2,66.2,55.0,3011,6.61,6.51,4.34
38702,0.37,61.5,56.0,1041,4.62,4.59,2.83
3933,0.62,61.9,56.0,3499,5.46,5.48,3.38
49131,0.56,61.1,56.0,2066,5.33,5.3,3.25
26515,2.01,61.6,61.0,16149,8.08,7.97,4.94
26369,0.32,62.4,54.0,645,4.38,4.4,2.74
5330,0.96,60.6,60.0,3808,6.47,6.4,3.9
23292,2.0,58.5,68.0,11322,8.26,8.15,4.8
51822,0.71,62.0,55.0,2420,5.72,5.76,3.56
51476,0.47,61.9,54.0,2378,4.98,5.0,3.09
43132,0.52,63.7,54.0,1388,5.12,5.15,3.27
32290,0.31,59.4,62.0,453,4.43,4.39,2.62
9636,0.97,62.0,60.0,4639,6.29,6.25,3.89
25362,0.28,61.4,60.0,642,4.19,4.22,2.58
16518,1.0,62.8,57.0,6600,6.34,6.37,3.99
35340,0.42,62.1,59.0,898,4.81,4.78,2.98
7119,1.01,61.7,58.0,4171,6.33,6.4,3.93
24249,1.58,60.9,58.0,12459,7.56,7.65,4.63
43522,0.56,63.9,59.0,1425,5.16,5.22,3.32
23863,1.36,61.1,57.0,11956,7.2,7.14,4.38
3045,0.27,62.9,55.0,566,4.12,4.15,2.6
53472,0.76,61.6,55.0,2680,5.87,5.92,3.63
29649,0.35,61.9,58.0,706,4.48,4.54,2.79
47756,0.5,60.4,56.0,1892,5.15,5.21,3.13
10,0.3,64.0,55.0,339,4.25,4.28,2.73
48294,0.54,60.1,57.0,1957,5.29,5.31,3.18
13510,1.06,62.5,58.0,5543,6.52,6.47,4.06
45415,0.55,62.3,56.0,1668,5.29,5.24,3.28
32938,0.37,61.5,58.0,811,4.61,4.66,2.85
24280,1.58,61.4,61.0,12512,7.48,7.45,4.58
719,1.0,67.9,62.0,2856,6.19,6.03,4.15
53499,0.74,62.9,57.0,2684,5.76,5.79,3.63
42113,0.51,62.1,55.0,1277,5.1,5.13,3.17
53204,0.71,59.7,60.0,2633,5.82,5.77,3.46
19995,1.22,59.9,61.0,8533,6.88,6.91,4.13
36944,0.26,62.1,55.0,478,4.09,4.12,2.55
40700,0.4,62.1,55.0,1158,4.74,4.76,2.95
41871,0.38,59.2,58.0,1257,4.8,4.76,2.83
47992,0.32,59.3,58.0,533,4.47,4.5,2.66
16025,0.3,58.8,61.0,608,4.43,4.38,2.59
18972,1.21,60.7,57.0,7810,6.85,6.89,4.17
41426,0.51,63.7,56.0,1227,5.1,5.07,3.24
281,0.72,63.0,57.0,2795,5.72,5.7,3.6
24166,1.37,62.6,55.0,12342,7.07,7.12,4.44
25307,2.0,59.8,60.0,13986,8.04,8.01,4.8
23908,1.5,62.2,58.0,12030,7.34,7.29,4.55
31494,0.34,62.0,56.0,765,4.5,4.47,2.78
50729,0.85,60.7,58.0,2295,6.12,6.08,3.71
5520,1.0,61.2,59.0,3850,6.38,6.42,3.92
6004,1.01,63.6,61.0,3959,6.35,6.33,4.03
11949,1.01,62.8,60.0,5132,6.38,6.39,4.01
21586,1.03,61.5,57.0,9691,6.47,6.52,3.99
52377,0.44,61.6,55.0,2506,4.9,4.93,3.03
18767,1.35,62.4,58.0,7673,7.03,6.95,4.36
15084,1.06,59.3,60.0,6062,6.64,6.71,3.96
31762,0.34,61.5,56.0,773,4.47,4.5,2.76
18733,1.68,59.2,57.0,7652,7.83,7.72,4.6
11108,1.03,63.3,57.0,4932,6.41,6.39,4.05
41948,0.35,63.3,54.0,504,4.51,4.53,2.86
40034,0.4,62.9,55.0,1111,4.71,4.74,2.97
12945,1.01,60.8,57.0,5386,6.58,6.54,3.99
10926,1.04,61.4,56.0,4892,6.56,6.5,4.01
40507,0.54,62.6,58.0,1143,5.22,5.16,3.25
8181,1.07,61.7,58.0,4366,6.55,6.58,4.05
1353,0.71,59.4,59.0,2964,5.78,5.81,3.44
9187,1.01,63.5,58.0,4546,6.28,6.35,4.01
45694,0.7,65.8,57.0,1697,5.46,5.55,3.62
53748,0.56,59.9,60.0,2724,5.31,5.38,3.2
40956,0.42,60.0,57.0,1179,4.84,4.86,2.91
46398,0.51,60.2,56.0,1765,5.22,5.24,3.15
48011,0.51,62.6,56.0,1920,5.1,5.13,3.2
8123,1.02,61.9,56.0,4353,6.47,6.51,4.02
6394,0.92,62.7,57.0,4037,6.14,6.2,3.87
22816,1.23,58.5,59.0,10844,7.07,6.98,4.11
46191,0.52,62.8,58.0,1749,5.11,5.14,3.22
18658,1.11,60.7,59.0,7623,6.64,6.61,4.02
19524,1.02,62.6,54.0,8157,6.45,6.41,4.02
26421,1.72,62.2,58.0,15948,7.63,7.7,4.77
5737,1.02,62.3,58.0,3892,6.41,6.38,4.0
17979,1.07,61.7,56.0,7273,6.56,6.68,4.06
36285,0.34,63.7,55.0,477,4.43,4.46,2.83
47598,0.62,61.4,56.0,1878,5.47,5.51,3.37
34517,0.33,62.0,56.0,868,4.45,4.48,2.77
