Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
27643,2.01,Very Good,H,VS2,60.7,56.0,18561,8.08,8.17,4.93
8113,1.13,Premium,H,SI2,59.4,58.0,4350,6.74,6.8,4.02
28771,0.31,Ideal,E,VS2,61.9,55.0,680,4.34,4.39,2.7
8394,0.34,Ideal,D,SI1,62.0,55.0,584,4.5,4.53,2.8
10296,0.91,Very Good,E,VS2,62.2,60.0,4759,6.13,6.21,3.84
29771,0.3,Ideal,I,VVS1,62.4,56.0,709,4.32,4.3,2.69
43254,0.42,Ideal,E,VVS1,62.1,55.0,1400,4.78,4.81,2.98
32147,0.32,Ideal,F,VVS2,62.0,55.0,786,4.39,4.41,2.73
23982,1.75,Ideal,I,VS2,61.0,56.0,12127,7.75,7.82,4.75
4214,0.7,Very Good,D,VS1,61.2,56.0,3567,5.68,5.75,3.5
8696,1.0,Ideal,H,SI2,61.5,55.6,4459,6.41,6.48,3.96
35839,0.35,Ideal,E,VVS1,61.3,56.0,916,4.52,4.55,2.78
42178,0.43,Ideal,G,IF,61.7,57.0,1286,4.83,4.86,2.99
31064,0.27,Good,E,VVS1,63.9,57.0,752,4.1,4.07,2.61
53152,0.7,Ideal,I,SI1,60.4,57.0,2623,5.75,5.79,3.49
22850,1.5,Ideal,H,VS2,62.2,57.0,10886,7.33,7.27,4.54
12610,1.21,Very Good,F,SI2,62.7,57.0,5290,6.74,6.81,4.25
11633,1.0,Very Good,E,SI1,63.1,57.0,5051,6.36,6.39,4.02
24519,2.04,Fair,E,SI2,65.4,55.0,12799,7.87,7.93,5.17
14366,1.02,Ideal,G,VS2,62.6,57.0,5816,6.41,6.43,4.02
33682,0.31,Ideal,I,IF,62.2,54.0,837,4.39,4.36,2.72
40221,0.4,Very Good,G,VVS1,61.7,58.0,1123,4.69,4.71,2.9
20512,1.11,Ideal,G,VVS2,63.1,57.0,8843,6.55,6.6,4.15
37824,0.33,Ideal,E,VS1,61.6,56.0,1002,4.46,4.43,2.74
46049,0.5,Ideal,F,VS1,61.0,56.0,1731,5.14,5.15,3.14
22324,1.26,Premium,E,VS1,60.7,58.0,10367,7.02,7.04,4.27
22842,1.64,Premium,H,SI1,59.2,58.0,10874,7.76,7.68,4.57
10502,1.0,Fair,F,SI1,65.4,59.0,4798,6.27,6.2,4.08
50890,0.59,Very Good,H,IF,61.7,56.0,2317,5.42,5.48,3.36
37203,0.34,Ideal,G,IF,61.2,56.0,974,4.53,4.55,2.78
9160,1.01,Very Good,E,SI2,60.0,60.0,4540,6.57,6.49,3.92
31002,0.37,Ideal,F,SI1,61.6,55.0,747,4.65,4.67,2.87
41209,0.51,Premium,E,SI2,62.7,52.0,1205,5.15,5.12,3.22
33103,0.34,Good,E,VS2,57.0,61.0,816,6.65,4.61,2.64
46031,0.57,Ideal,G,VS2,61.6,57.0,1728,5.36,5.32,3.29
50425,0.5,Very Good,G,VVS2,60.0,56.0,2260,5.18,5.21,3.12
43545,0.6,Premium,D,SI2,61.3,61.0,1428,5.46,5.4,3.33
1633,0.7,Ideal,E,VS1,62.7,57.0,3016,5.65,5.7,3.56
44012,0.51,Ideal,G,VS2,62.9,54.0,1546,5.12,5.08,3.21
15867,2.02,Fair,G,I1,65.6,57.0,6346,7.87,7.8,5.15
8108,1.02,Very Good,H,SI1,62.8,59.0,4348,6.33,6.38,3.99
42799,0.5,Very Good,G,VS2,62.0,57.0,1351,5.04,5.12,3.15
11703,0.34,Premium,G,VS2,61.1,60.0,596,4.51,4.53,2.76
41151,0.6,Fair,G,SI1,65.7,55.0,1197,5.31,5.23,3.46
21313,1.51,Very Good,I,VS1,61.8,63.0,9467,7.28,7.34,4.52
18117,1.3,Very Good,I,VS1,62.1,59.0,7333,6.97,7.01,4.34
34164,0.33,Premium,G,VS1,60.1,61.0,854,4.48,4.44,2.68
32258,0.36,Very Good,E,VS2,62.1,59.0,789,4.55,4.59,2.84
25987,1.09,Ideal,E,IF,60.1,58.0,15193,6.68,6.72,4.03
9335,1.2,Very Good,J,SI2,61.8,60.0,4580,6.76,6.83,4.2
35979,0.42,Very Good,H,VVS2,62.4,57.0,921,4.78,4.83,3.0
4279,0.8,Ideal,E,VS2,62.2,57.0,3584,5.98,5.95,3.71
35444,0.32,Ideal,E,VS2,62.0,57.0,900,4.41,4.37,2.72
15517,1.48,Premium,H,SI2,59.7,59.0,6216,7.46,7.42,4.44
44647,0.28,Very Good,G,VVS2,61.4,55.0,522,4.21,4.24,2.59
40361,0.43,Premium,D,VS2,60.2,59.0,1129,4.92,4.88,2.95
28540,0.3,Premium,E,SI1,62.5,59.0,675,4.3,4.28,2.68
27505,1.73,Very Good,G,VVS2,62.6,55.0,18211,7.66,7.76,4.83
210,0.74,Ideal,E,SI1,61.7,56.0,2779,5.84,5.8,3.59
8307,0.8,Ideal,G,VS1,61.1,57.0,4388,5.97,6.0,3.65
40536,0.39,Ideal,F,VVS1,61.7,57.0,1148,4.68,4.71,2.89
35577,0.35,Ideal,F,VS2,61.9,54.0,906,4.54,4.5,2.8
46898,0.56,Ideal,D,SI1,61.2,56.0,1814,5.34,5.31,3.26
26412,2.5,Premium,H,SI2,62.4,59.0,15934,8.61,8.54,5.35
9286,0.91,Good,H,VS1,57.8,61.0,4566,6.4,6.36,3.69
24831,1.53,Very Good,G,VS1,60.3,59.0,13228,7.52,7.58,4.55
49032,0.51,Ideal,F,VVS2,60.4,56.0,2054,5.18,5.22,3.14
17180,1.0,Ideal,E,VS2,61.7,54.0,6859,6.41,6.46,3.97
36555,0.4,Premium,E,SI1,60.9,60.0,945,4.77,4.75,2.9
25285,2.09,Ideal,I,SI2,61.2,57.0,13933,8.27,8.19,5.04
34445,0.31,Ideal,E,VVS2,61.1,56.0,864,4.38,4.39,2.68
48973,0.36,Very Good,G,SI1,61.2,63.0,537,4.56,4.59,2.8
33444,0.32,Ideal,G,VS1,61.6,56.0,828,4.42,4.38,2.71
33974,0.31,Good,F,VVS2,63.6,55.0,846,4.33,4.29,2.74
46394,0.5,Premium,F,VS1,60.6,59.0,1764,5.19,5.14,3.13
8429,0.92,Good,E,VS2,58.9,57.0,4406,6.35,6.38,3.75
3495,1.01,Good,I,SI2,61.8,62.0,3399,6.28,6.35,3.9
12509,1.25,Ideal,I,SI2,61.8,56.0,5259,6.92,6.94,4.28
16799,1.06,Ideal,H,VVS2,61.8,60.0,6698,6.52,6.49,4.02
36718,0.42,Very Good,G,VVS2,61.2,56.0,954,4.84,4.86,2.97
4945,1.19,Ideal,H,I1,61.5,57.0,3732,6.83,6.79,4.19
16341,1.11,Premium,G,VS2,61.4,58.0,6534,6.7,6.66,4.1
25247,2.09,Premium,J,SI1,62.2,59.0,13864,8.23,8.16,5.1
1650,1.02,Very Good,F,SI2,63.3,56.0,3018,6.38,6.31,4.02
20248,1.55,Ideal,H,SI2,62.1,57.0,8678,7.39,7.43,4.6
18496,1.03,Ideal,E,VS2,61.7,56.0,7533,6.45,6.54,4.01
52929,0.8,Very Good,I,VS2,62.0,54.2,2591,5.94,5.99,3.7
37768,0.41,Premium,E,VS2,61.3,58.0,999,4.79,4.74,2.92
8475,1.01,Premium,F,SI2,61.3,60.0,4416,6.4,6.43,3.93
47118,0.59,Ideal,F,VS2,61.0,56.0,1828,5.41,5.44,3.31
26429,1.52,Ideal,G,VVS1,62.4,55.0,15959,7.3,7.39,4.58
3232,1.05,Premium,H,SI2,61.7,59.0,3352,6.59,6.53,4.05
38200,0.5,Ideal,F,SI2,61.6,57.0,1016,5.14,5.08,3.15
9587,0.82,Ideal,D,VS2,61.9,56.0,4628,5.98,6.03,3.72
46130,0.51,Premium,F,VS1,61.4,58.0,1744,5.15,5.18,3.17
38620,0.31,Very Good,I,VS1,63.0,58.0,489,4.29,4.32,2.71
52076,0.71,Very Good,I,VVS1,63.0,58.0,2456,5.68,5.72,3.59
6933,1.1,Very Good,E,SI2,63.3,56.0,4140,6.58,6.53,4.15
39586,0.37,Premium,E,VVS2,59.7,61.0,1082,4.71,4.67,2.8
46021,0.53,Ideal,E,VS2,62.5,57.0,1727,5.18,5.16,3.23
38784,0.31,Premium,H,IF,61.0,58.0,1046,4.38,4.34,2.66
33450,0.32,Ideal,G,VS1,63.0,55.0,828,4.38,4.35,2.75
53202,0.71,Ideal,F,SI1,61.5,56.0,2633,5.76,5.69,3.52
26803,1.8,Ideal,H,VS1,62.0,57.0,16683,7.84,7.78,4.84
3738,0.3,Ideal,F,VS2,62.3,58.0,569,4.26,4.23,2.64
9058,0.34,Ideal,I,SI1,62.4,56.0,589,4.49,4.45,2.79
37138,0.33,Ideal,F,IF,61.3,55.0,971,4.48,4.49,2.75
7718,0.32,Ideal,H,VS1,61.0,56.0,580,4.43,4.45,2.71
53795,0.92,Premium,I,SI1,60.4,59.0,2730,6.31,6.24,3.79
10845,1.16,Premium,I,SI1,60.0,58.0,4872,6.82,6.78,4.08
13026,0.26,Premium,H,VVS1,62.5,58.0,600,4.11,4.08,2.56
34694,0.3,Ideal,F,IF,60.0,59.0,873,4.37,4.39,2.63
333,0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,3.55
32611,0.26,Ideal,G,VS1,61.4,56.0,456,4.12,4.16,2.54
42735,0.51,Ideal,E,SI1,61.1,56.0,1343,5.17,5.2,3.17
28476,0.32,Ideal,G,VS2,62.4,55.0,672,4.39,4.36,2.73
49592,0.72,Very Good,J,VS1,62.3,57.0,2136,5.73,5.77,3.58
10411,1.06,Ideal,G,SI2,62.2,56.0,4778,6.55,6.48,4.05
27576,1.7,Premium,F,VS1,58.5,60.0,18398,7.83,7.76,4.56
50329,0.72,Ideal,F,SI2,62.1,57.0,2241,5.72,5.75,3.56
7055,0.33,Ideal,H,VS1,61.7,54.0,579,4.45,4.47,2.75
25097,1.51,Very Good,E,VS2,62.4,58.0,13623,7.26,7.33,4.55
7318,1.02,Good,H,SI2,63.1,59.0,4207,6.37,6.43,4.04
1438,0.9,Good,H,SI1,64.2,60.0,2974,6.05,6.02,3.87
12571,1.01,Good,G,VS2,63.8,57.0,5279,6.27,6.34,4.02
37951,0.41,Premium,F,VS1,61.1,58.0,1007,4.74,4.78,2.91
6479,1.11,Fair,J,SI2,64.8,55.1,4056,6.44,6.55,4.21
27223,2.0,Premium,I,VS2,62.5,57.0,17574,8.01,7.92,4.98
18382,0.32,Very Good,E,VS1,61.6,56.0,618,4.4,4.46,2.73
6072,0.92,Premium,F,SI1,61.8,59.0,3967,6.25,6.21,3.85
37601,0.23,Very Good,E,VVS2,62.1,62.0,485,3.91,3.95,2.44
5125,0.91,Very Good,G,SI1,63.4,59.0,3763,6.2,6.14,3.91
34789,0.4,Ideal,G,VS1,61.3,55.0,877,4.75,4.78,2.92
41288,0.42,Ideal,D,VVS2,62.0,55.0,1210,4.84,4.81,2.99
7690,0.9,Very Good,G,VS2,58.4,61.0,4276,6.33,6.38,3.71
53896,0.7,Good,F,VS1,57.8,61.0,2751,5.83,5.79,3.36
34703,0.31,Ideal,F,IF,62.2,56.0,874,4.31,4.34,2.69
38564,0.5,Ideal,H,SI1,61.7,58.0,1035,5.07,5.11,3.14
31369,0.33,Ideal,F,VVS2,61.8,54.0,761,4.47,4.5,2.77
19775,1.06,Ideal,F,VS1,61.7,57.0,8344,6.55,6.57,4.05
30468,0.31,Very Good,D,SI1,63.1,57.0,732,4.32,4.3,2.72
39927,0.42,Ideal,E,VS1,61.6,57.0,1105,4.8,4.84,2.97
440,0.9,Fair,J,VS2,65.0,56.0,2815,6.08,6.04,3.94
25453,2.0,Premium,I,SI2,61.3,59.0,14208,8.13,8.09,4.97
14233,1.07,Very Good,D,SI1,61.8,61.0,5767,6.54,6.57,4.05
29917,0.33,Ideal,G,VVS2,61.9,55.0,713,4.41,4.44,2.74
36536,0.4,Ideal,I,VS1,63.0,56.0,945,4.72,4.68,2.96
28725,0.31,Ideal,E,VS2,61.8,54.0,680,4.36,4.41,2.71
23651,1.5,Very Good,H,VVS1,60.9,61.0,11688,7.36,7.39,4.49
7575,0.9,Good,F,VS2,63.3,57.0,4253,6.04,6.09,3.84
14252,1.1,Premium,E,SI1,62.9,58.0,5773,6.62,6.55,4.14
50427,0.56,Ideal,F,VVS2,62.2,54.3,2260,5.26,5.29,3.28
4878,0.73,Ideal,E,VVS2,62.0,57.0,3714,5.79,5.73,3.57
30759,0.25,Premium,E,VVS2,61.5,59.0,740,4.04,4.02,2.48
46749,0.51,Very Good,G,VVS1,62.9,57.0,1800,5.08,5.12,3.21
5326,0.61,Good,F,SI2,62.5,65.0,3807,5.36,5.29,3.33
37844,0.33,Ideal,D,VS2,62.5,55.0,1002,4.45,4.41,2.77
17578,1.09,Ideal,G,VS1,60.5,57.0,7078,6.69,6.73,4.06
3724,0.36,Good,I,VS1,63.3,56.0,568,4.51,4.56,2.87
14967,1.01,Ideal,G,VS2,63.0,57.0,6027,6.42,6.35,4.02
2247,1.02,Ideal,I,VS2,62.8,57.0,3148,6.45,6.39,4.03
17509,1.14,Ideal,I,VS1,61.1,56.0,7038,6.73,6.76,4.12
43488,0.51,Premium,F,SI1,61.3,59.0,1421,5.19,5.15,3.17
38705,0.37,Premium,E,VS2,61.8,59.0,1041,4.6,4.56,2.83
21669,1.5,Good,H,SI1,64.3,60.0,9768,7.14,7.23,4.62
47340,0.23,Very Good,E,VVS1,62.1,58.0,530,3.9,3.93,2.43
45460,0.51,Ideal,E,VS2,61.9,55.0,1675,5.1,5.14,3.17
39728,0.56,Very Good,G,SI2,62.8,58.0,1091,5.19,5.23,3.27
50532,0.71,Fair,G,VS2,65.7,56.0,2274,5.51,5.54,3.63
7791,0.9,Very Good,E,SI2,59.9,57.0,4288,6.25,6.34,3.77
15022,1.0,Premium,G,VS2,63.0,58.0,6048,6.4,6.33,4.01
1530,0.71,Ideal,F,SI1,61.9,56.0,2999,5.69,5.74,3.54
35953,0.3,Ideal,F,SI1,61.9,57.0,475,4.31,4.35,2.68
9842,1.08,Ideal,G,SI2,61.9,58.0,4675,6.55,6.57,4.06
49097,0.52,Ideal,G,VVS1,61.6,55.0,2063,5.14,5.18,3.18
43195,0.56,Ideal,F,SI1,60.1,58.0,1394,5.36,5.39,3.23
16977,1.08,Ideal,G,VS1,62.0,55.0,6779,6.62,6.57,4.09
88,0.24,Premium,H,VVS1,60.8,59.0,554,4.02,4.0,2.44
11789,1.03,Premium,F,SI1,61.5,59.0,5087,6.49,6.42,3.97
38460,0.37,Premium,D,VS1,60.2,60.0,1030,4.68,4.63,2.8
14692,1.05,Premium,D,SI1,60.5,56.0,5927,6.7,6.59,4.0
48081,0.6,Ideal,H,VVS2,62.2,55.0,1931,5.38,5.43,3.36
9373,0.32,Premium,D,SI1,60.8,58.0,589,4.41,4.44,2.69
18491,1.01,Good,G,VVS2,63.2,59.0,7528,6.34,6.38,4.02
10505,1.0,Very Good,F,SI1,63.3,61.0,4798,6.31,6.29,3.99
51807,0.71,Very Good,F,SI1,63.0,55.0,2416,5.65,5.71,3.58
32502,0.32,Very Good,F,VS1,60.0,62.0,798,4.44,4.49,2.68
19969,1.56,Ideal,E,SI2,61.2,56.0,8518,7.53,7.49,4.59
16497,2.01,Very Good,H,I1,58.1,63.0,6592,8.3,8.19,4.79
26299,1.7,Premium,G,VS2,59.0,58.0,15797,7.8,7.85,4.62
13740,0.41,Ideal,J,VS1,62.2,55.0,604,4.76,4.79,2.97
29106,0.34,Ideal,H,VS2,62.5,54.0,689,4.54,4.49,2.82
14178,1.17,Ideal,H,SI1,62.1,54.0,5751,6.83,6.77,4.22
26164,2.11,Ideal,I,SI1,61.0,57.0,15486,8.37,8.29,5.08
18890,1.52,Fair,I,SI1,64.6,58.0,7746,7.24,7.21,4.68
12804,1.01,Very Good,E,SI1,62.3,56.0,5339,6.36,6.42,3.98
13754,1.0,Premium,F,VS2,61.9,59.0,5606,6.38,6.34,3.94
758,0.72,Premium,E,SI1,62.1,58.0,2857,5.76,5.73,3.57
41750,0.52,Very Good,G,SI1,62.8,61.0,1244,5.11,5.14,3.22
44146,0.5,Premium,E,SI1,61.0,61.0,1562,5.11,5.09,3.11
2281,0.78,Ideal,E,VS2,62.1,54.0,3159,5.92,5.94,3.68
4314,1.07,Ideal,G,SI2,60.8,57.0,3595,6.62,6.6,4.02
45127,0.51,Ideal,G,VS1,62.3,53.5,1652,5.09,5.14,3.19
25508,1.26,Ideal,E,VVS2,61.1,57.0,14300,7.0,6.98,4.27
34065,0.36,Ideal,D,SI1,62.7,57.0,851,4.59,4.54,2.86
395,0.32,Very Good,I,SI1,63.1,56.0,554,4.39,4.36,2.76
53734,0.82,Premium,F,SI2,60.3,57.0,2723,6.07,6.03,3.65
28940,0.3,Premium,H,VVS1,62.7,59.0,684,4.29,4.32,2.7
47755,0.54,Premium,D,VS2,61.5,58.0,1892,5.21,5.26,3.22
28308,0.3,Very Good,H,SI1,62.9,57.0,432,4.22,4.27,2.67
677,0.75,Fair,D,SI2,64.6,57.0,2848,5.74,5.72,3.7
43025,0.52,Very Good,E,SI2,62.6,58.0,1372,5.05,5.17,3.2
18309,1.51,Premium,J,SI1,63.0,58.0,7441,7.32,7.28,4.6
51704,0.7,Very Good,F,VS2,62.1,58.0,2400,5.68,5.72,3.54
30074,0.32,Premium,E,SI1,62.2,57.0,720,4.43,4.38,2.74
12382,0.35,Ideal,I,VVS2,62.0,54.0,598,4.54,4.56,2.82
24502,1.64,Very Good,E,SI1,61.8,59.0,12779,7.51,7.55,4.65
31773,0.32,Premium,F,VS2,59.7,62.0,773,4.43,4.38,2.63
47946,0.59,Ideal,G,VS1,61.1,58.0,1916,5.39,5.41,3.3
20037,0.3,Ideal,I,VS2,62.6,56.0,421,4.29,4.31,2.69
14407,1.2,Good,I,VS1,59.6,61.0,5818,6.84,6.89,4.09
44682,0.5,Premium,D,SI1,62.3,58.0,1610,5.08,5.07,3.16
45562,0.52,Ideal,E,VS2,62.6,57.0,1689,5.09,5.17,3.21
47083,0.69,Premium,H,SI1,62.8,58.0,1822,5.65,5.62,3.54
40439,0.52,Good,D,SI2,61.8,58.0,1138,5.17,5.21,3.21
50958,0.81,Ideal,I,SI1,62.2,57.0,2323,5.95,5.98,3.71
1165,0.81,Good,D,SI2,63.6,55.0,2926,5.91,5.86,3.74
51760,0.7,Ideal,E,SI1,62.4,55.0,2407,5.69,5.64,3.54
7961,1.04,Premium,F,SI2,62.8,55.0,4321,6.48,6.41,4.05
34222,0.38,Premium,G,SI1,59.5,62.0,855,4.71,4.67,2.79
41162,0.38,Ideal,D,VVS2,61.3,56.0,1200,4.63,4.73,2.87
894,0.7,Ideal,F,VS1,62.4,56.0,2874,5.69,5.65,3.54
37304,0.7,Fair,G,I1,68.3,56.0,978,5.52,5.4,3.73
50061,0.56,Ideal,G,VVS1,62.0,56.0,2202,5.28,5.3,3.28
11526,1.12,Premium,I,VS2,61.9,58.0,5027,6.63,6.68,4.12
35599,0.31,Ideal,H,VVS1,62.2,56.0,907,4.37,4.34,2.71
34382,0.41,Very Good,I,VVS1,61.9,57.0,863,4.78,4.82,2.97
13065,1.16,Ideal,H,SI1,64.2,59.0,5411,6.66,6.61,4.26
13900,1.01,Premium,E,SI1,59.2,60.0,5656,6.56,6.51,3.87
43318,0.48,Good,F,VS1,59.0,60.9,1402,5.09,5.15,3.02
53432,0.72,Good,F,VS2,58.0,57.0,2671,5.93,6.01,3.46
24972,1.73,Ideal,I,VS2,61.0,56.0,13465,7.72,7.79,4.73
12124,1.18,Good,D,SI2,60.7,63.0,5168,6.77,6.81,4.12
23557,1.51,Premium,E,SI1,62.8,59.0,11565,7.3,7.26,4.57
26337,1.59,Ideal,G,VVS2,60.6,59.0,15843,7.53,7.59,4.58
22608,1.53,Premium,H,SI1,61.0,61.0,10659,7.45,7.4,4.53
25098,1.25,Ideal,F,VVS2,61.8,57.0,13623,6.9,6.95,4.28
9799,1.24,Premium,J,SI2,62.2,58.0,4666,6.94,6.82,4.28
11901,1.13,Ideal,E,SI2,61.8,57.0,5120,6.68,6.65,4.12
27173,2.0,Premium,I,VS1,61.1,58.0,17436,8.11,8.08,4.95
25287,1.82,Premium,I,VS1,61.4,60.0,13939,7.83,7.8,4.8
18042,0.3,Good,E,VS2,63.4,56.0,614,4.26,4.29,2.71
7677,1.2,Very Good,F,SI2,63.3,59.0,4274,6.7,6.66,4.23
43524,0.51,Very Good,D,SI1,60.4,61.0,1425,5.09,5.14,3.09
27165,2.05,Fair,I,VS1,67.7,58.0,17408,7.74,7.68,5.22
40476,0.52,Premium,I,VS1,59.6,60.0,1141,5.17,5.14,3.07
30641,0.36,Ideal,I,IF,62.0,55.0,735,4.59,4.61,2.85
39820,0.38,Ideal,E,VS1,62.1,57.0,1097,4.65,4.62,2.88
30892,0.32,Very Good,E,VVS2,62.4,56.0,744,4.34,4.38,2.72
20712,0.31,Very Good,G,VS1,60.8,61.0,625,4.33,4.35,2.64
4704,1.1,Very Good,F,I1,59.8,61.0,3678,6.65,6.7,3.99
53142,0.7,Ideal,F,VS2,62.3,55.0,2622,5.71,5.65,3.54
34142,0.33,Ideal,F,VS2,61.3,56.0,854,4.47,4.43,2.73
16440,2.22,Fair,H,I1,70.1,55.0,6564,7.77,7.74,5.44
8096,1.02,Premium,G,SI1,61.3,58.0,4341,6.47,6.45,3.96
9272,1.06,Ideal,H,SI2,60.9,56.0,4563,6.58,6.63,4.02
33318,0.35,Premium,D,SI1,60.1,61.0,827,4.59,4.56,2.75
52799,0.55,Ideal,F,VVS1,62.2,57.0,2569,5.25,5.27,3.27
39755,0.56,Ideal,J,VS2,61.7,54.0,1094,5.31,5.36,3.29
11528,1.07,Ideal,F,SI2,60.7,56.9,5027,6.62,6.65,4.02
5900,1.2,Ideal,I,SI2,62.5,56.0,3931,6.8,6.7,4.22
12584,1.07,Ideal,H,SI1,61.0,56.0,5281,6.6,6.68,4.05
18613,1.58,Ideal,J,SI1,61.6,56.0,7592,7.53,7.5,4.63
2156,0.71,Ideal,E,SI1,61.1,57.0,3128,5.75,5.77,3.52
32739,0.31,Premium,F,VS2,59.7,58.0,802,4.48,4.43,2.66
5167,1.02,Good,H,SI2,57.9,61.0,3770,6.75,6.68,3.89
35475,0.39,Ideal,G,VVS2,60.7,55.0,902,4.75,4.78,2.89
41992,0.43,Premium,G,VVS1,62.2,58.0,1264,4.83,4.78,2.99
38289,0.28,Very Good,E,VS1,60.9,59.0,487,4.19,4.22,2.56
37168,0.32,Premium,D,VS2,61.7,59.0,972,4.43,4.38,2.72
38666,0.33,Ideal,G,VVS1,62.3,55.0,1040,4.44,4.42,2.76
43650,0.53,Ideal,E,SI1,61.9,55.0,1435,5.18,5.22,3.22
16714,0.31,Ideal,H,VVS2,62.2,54.0,609,4.36,4.38,2.72
26176,1.55,Ideal,G,VVS2,61.9,54.0,15512,7.41,7.45,4.6
47899,0.54,Ideal,G,VVS2,61.2,56.0,1914,5.25,5.28,3.22
43101,0.53,Premium,I,VS1,62.3,58.0,1383,5.26,5.18,3.25
46594,0.54,Ideal,F,VS2,60.3,55.0,1786,5.32,5.26,3.19
12623,1.0,Premium,F,SI1,60.5,56.0,5292,6.48,6.45,3.91
51659,0.3,Ideal,G,VS2,61.2,55.0,545,4.35,4.38,2.67
25117,1.71,Ideal,I,VVS2,61.9,57.0,13660,7.62,7.67,4.73
52840,0.7,Very Good,E,SI1,62.7,55.0,2575,5.63,5.67,3.54
30621,0.34,Good,I,SI1,63.7,54.0,447,4.43,4.48,2.84
23928,1.5,Ideal,H,VS1,61.2,56.0,12055,7.39,7.4,4.52
35031,0.4,Very Good,E,SI1,63.5,58.0,882,4.67,4.65,2.96
6783,0.82,Ideal,D,SI1,61.9,56.0,4113,5.99,6.02,3.72
43607,0.34,Premium,D,SI2,59.2,59.0,507,4.54,4.58,2.7
25889,1.69,Ideal,D,SI1,60.8,57.0,15011,7.69,7.71,4.68
11284,1.05,Premium,G,SI1,60.3,57.0,4974,6.64,6.59,3.99
45851,0.55,Ideal,G,VS2,61.8,55.0,1715,5.25,5.3,3.26
46855,0.51,Very Good,F,VS1,59.9,63.0,1812,5.22,5.16,3.11
3660,0.77,Ideal,D,VS2,61.3,56.0,3442,5.87,5.9,3.61
8559,0.91,Premium,E,SI1,62.5,61.0,4434,6.19,6.1,3.84
39615,0.3,Ideal,G,VS2,60.8,57.0,491,4.33,4.38,2.65
11093,1.03,Ideal,G,SI2,62.3,59.0,4928,6.44,6.46,4.02
49311,0.4,Ideal,H,SI2,62.2,55.0,540,4.75,4.77,2.96
3408,0.33,Ideal,D,SI1,62.0,56.0,567,4.44,4.47,2.76
26265,2.01,Fair,I,VS2,66.3,57.0,15729,7.79,7.74,5.15
52422,0.7,Premium,D,SI1,61.2,58.0,2512,5.74,5.7,3.5
793,0.8,Very Good,F,SI1,62.6,58.0,2862,5.9,5.92,3.7
3166,0.61,Ideal,D,VVS2,60.1,57.0,3336,5.53,5.58,3.34
19642,2.04,Very Good,I,I1,59.3,61.0,8257,8.25,8.3,4.91
14742,1.13,Ideal,D,SI1,61.8,56.0,5936,6.74,6.68,4.15
18617,1.06,Ideal,G,VS1,60.7,56.0,7594,6.6,6.64,4.02
14506,1.0,Very Good,G,VS2,61.5,58.0,5860,6.36,6.39,3.92
22893,1.5,Ideal,I,VVS2,60.7,60.0,10931,7.35,7.4,4.48
4188,0.8,Very Good,F,VS1,63.6,57.0,3559,5.82,5.91,3.73
12884,1.22,Premium,I,SI1,62.1,59.0,5368,6.8,6.86,4.24
28598,0.3,Very Good,G,VS2,63.1,56.0,675,4.28,4.25,2.69
44904,0.5,Very Good,E,VS2,63.4,59.0,1629,5.09,5.06,3.22
20742,1.55,Ideal,G,SI2,60.5,60.0,8981,7.46,7.49,4.52
11660,1.24,Ideal,H,VS1,63.0,55.0,5055,6.84,6.81,4.3
29074,0.28,Very Good,E,IF,59.6,55.0,688,4.24,4.31,2.55
25037,0.38,Good,E,SI1,62.8,61.0,641,4.6,4.67,2.91
37361,0.4,Ideal,F,VS1,61.3,56.0,982,4.73,4.76,2.91
33141,0.31,Good,G,VVS1,63.4,57.0,816,4.32,4.36,2.75
12093,1.18,Ideal,I,SI2,61.9,54.0,5163,6.77,6.84,4.21
46599,0.54,Ideal,F,VS2,62.3,56.0,1786,5.2,5.17,3.23
27569,2.0,Good,F,SI1,63.0,61.0,18376,7.85,7.99,4.99
49238,0.51,Very Good,G,IF,59.3,57.0,2084,5.25,5.31,3.13
4642,0.9,Good,G,SI1,65.2,58.0,3669,6.0,6.06,3.93
3007,0.71,Ideal,E,VS2,62.5,56.0,3304,5.69,5.71,3.56
6216,0.8,Very Good,G,VVS2,62.5,56.0,4002,5.95,5.98,3.73
30756,0.25,Ideal,E,VVS2,61.6,57.0,740,4.1,4.08,2.52
32344,0.3,Ideal,G,VVS1,62.2,57.0,789,4.27,4.31,2.67
15989,1.01,Good,E,VS2,63.3,60.0,6399,6.3,6.33,4.0
43357,0.58,Premium,E,SI1,58.5,55.0,1407,5.52,5.39,3.19
10089,1.0,Very Good,F,SI1,61.8,59.0,4712,6.33,6.38,3.93
48892,0.57,Ideal,F,VS1,61.8,55.0,2039,5.33,5.35,3.3
49772,0.5,Ideal,F,VVS2,62.0,55.0,2160,5.12,5.1,3.17
24608,2.02,Good,G,SI2,57.5,61.0,12929,8.37,8.35,4.81
3671,1.02,Premium,J,SI1,58.9,62.0,3444,6.51,6.43,3.81
46891,0.7,Fair,I,VS2,66.1,56.0,1814,5.53,5.48,3.64
25228,1.51,Premium,G,VVS2,62.9,60.0,13828,7.3,7.21,4.56
17519,1.21,Good,G,VS2,64.1,58.0,7047,6.74,6.67,4.3
12259,1.01,Ideal,D,SI2,62.5,57.0,5206,6.39,6.35,3.98
